date,item,origin,price,qty
2024-02-26,レタス,茨城,160,125920
2024-02-26,レタス,長崎,148,31675
2024-02-26,レタス,静岡,167,67117
2024-02-26,レタス,香川,152,28201
2024-02-27,レタス,総計,171,313925
2024-02-27,レタス,茨城,161,115508
2024-02-27,レタス,長崎,131,21950
2024-02-27,レタス,静岡,155,80666
2024-02-27,レタス,香川,150,33706
2024-02-29,レタス,福岡,287,22443
2024-02-29,レタス,総計,156,421178
2024-02-29,レタス,茨城,147,118471
2024-02-29,レタス,長崎,150,38120
2024-02-29,レタス,静岡,134,119526
2024-02-29,レタス,香川,140,48636
2024-03-01,レタス,福岡,274,20184
2024-03-01,レタス,総計,166,284774
2024-03-01,レタス,茨城,158,97911
2024-03-01,レタス,長崎,146,18340
2024-03-01,レタス,静岡,140,60703
2024-03-01,レタス,香川,131,33630
2024-03-02,レタス,総計,164,322583
2024-03-02,レタス,茨城,156,113995
2024-03-02,レタス,長崎,142,29455
2024-03-02,レタス,静岡,155,70065
2024-03-02,レタス,香川,134,46650
2024-03-04,レタス,福岡,275,17513
2024-03-04,レタス,総計,165,276970
2024-03-04,レタス,茨城,172,67094
2024-03-04,レタス,長崎,149,30220
2024-03-04,レタス,静岡,145,67093
2024-03-04,レタス,香川,136,47775
2024-03-05,レタス,福岡,293,17167
2024-03-05,レタス,総計,183,282563
2024-03-05,レタス,茨城,182,111303
2024-03-05,レタス,長崎,146,16960
2024-03-05,レタス,静岡,164,44317
2024-03-05,レタス,香川,147,44456
2024-03-07,レタス,福岡,301,17667
2024-03-07,レタス,総計,205,268965
2024-03-07,レタス,茨城,210,88783
2024-03-07,レタス,長崎,155,32435
2024-03-07,レタス,静岡,187,56939
2024-03-07,レタス,香川,168,34510
2024-03-08,レタス,熊本,144,13590
2024-03-08,レタス,総計,211,171392
2024-03-08,レタス,茨城,236,49528
2024-03-08,レタス,長崎,107,15815
2024-03-08,レタス,静岡,194,24939
2024-03-08,レタス,香川,181,20694
2024-03-09,レタス,福岡,305,16536
2024-03-09,レタス,総計,222,247778
2024-03-09,レタス,茨城,220,103381
2024-03-09,レタス,長崎,146,22545
2024-03-09,レタス,静岡,196,40495
2024-03-09,レタス,香川,187,22372
2024-03-11,レタス,福岡,300,18884
2024-03-11,レタス,総計,213,307043
2024-03-11,レタス,茨城,217,163992
2024-03-11,レタス,長崎,135,20280
2024-03-11,レタス,静岡,186,33036
2024-03-11,レタス,香川,190,26635
2024-03-12,レタス,福岡,310,14184
2024-03-12,レタス,総計,228,229298
2024-03-12,レタス,茨城,225,124877
2024-03-12,レタス,静岡,191,24220
2024-03-12,レタス,香川,193,21317
2024-03-14,レタス,福岡,321,15255
2024-03-14,レタス,総計,239,205222
2024-03-14,レタス,茨城,238,90064
2024-03-14,レタス,長崎,158,20380
2024-03-14,レタス,静岡,219,31570
2024-03-14,レタス,香川,208,20515
2024-03-15,レタス,兵庫,279,9530
2024-03-15,レタス,福岡,331,13248
2024-03-15,レタス,総計,256,199943
2024-03-15,レタス,茨城,258,98973
2024-03-15,レタス,静岡,228,26204
2024-03-15,レタス,香川,217,12009
2024-03-16,レタス,福岡,329,13751
2024-03-16,レタス,総計,266,255236
2024-03-16,レタス,茨城,278,126035
2024-03-16,レタス,長崎,173,22320
2024-03-16,レタス,静岡,242,25578
2024-03-16,レタス,香川,220,17362
2024-03-18,レタス,福岡,348,18233
2024-03-18,レタス,総計,263,293397
2024-03-18,レタス,茨城,268,140872
2024-03-18,レタス,長崎,192,22905
2024-03-18,レタス,静岡,242,42542
2024-03-18,レタス,香川,236,25155
2024-03-19,レタス,兵庫,308,13330
2024-03-19,レタス,総計,272,238163
2024-03-19,レタス,茨城,277,126911
2024-03-19,レタス,長崎,173,17680
2024-03-19,レタス,静岡,260,18460
2024-03-19,レタス,香川,236,15628
2024-03-21,レタス,兵庫,316,19040
2024-03-21,レタス,総計,285,247069
2024-03-21,レタス,茨城,286,128124
2024-03-21,レタス,長崎,193,17015
2024-03-21,レタス,静岡,261,18123
2024-03-21,レタス,香川,257,20046
2024-03-22,レタス,兵庫,322,19390
2024-03-22,レタス,福岡,375,15300
2024-03-22,レタス,総計,296,205610
2024-03-22,レタス,茨城,301,97008
2024-03-22,レタス,長崎,228,23705
2024-03-22,レタス,静岡,281,16577
2024-03-23,レタス,兵庫,359,16350
2024-03-23,レタス,福岡,404,15338
2024-03-23,レタス,総計,310,231557
2024-03-23,レタス,茨城,305,114875
2024-03-23,レタス,長崎,225,17035
2024-03-23,レタス,静岡,290,19421
2024-03-25,レタス,福岡,406,12949
2024-03-25,レタス,総計,334,188560
2024-03-25,レタス,茨城,333,89383
2024-03-25,レタス,長崎,263,26890
2024-03-25,レタス,静岡,342,12690
2024-03-25,レタス,香川,298,16389
2024-03-26,レタス,福岡,448,9949
2024-03-26,レタス,総計,380,160999
2024-03-26,レタス,茨城,393,99221
2024-03-26,レタス,静岡,389,8966
2024-03-26,レタス,香川,297,14561
2024-03-28,レタス,兵庫,457,13690
2024-03-28,レタス,福岡,588,14099
2024-03-28,レタス,総計,401,169692
2024-03-28,レタス,茨城,409,74365
2024-03-28,レタス,長崎,237,21520
2024-03-28,レタス,香川,328,16553
2024-03-29,レタス,兵庫,399,24200
2024-03-29,レタス,福岡,520,15028
2024-03-29,レタス,総計,374,222355
2024-03-29,レタス,茨城,355,113835
2024-03-29,レタス,長崎,339,15355
2024-03-29,レタス,静岡,334,11038
2024-03-30,レタス,兵庫,382,24650
2024-03-30,レタス,福岡,496,17701
2024-03-30,レタス,総計,353,247291
2024-03-30,レタス,茨城,320,114593
2024-03-30,レタス,長崎,358,38930
2024-03-30,レタス,静岡,300,13481
2024-04-01,レタス,兵庫,296,25170
2024-04-01,レタス,福岡,502,17664
2024-04-01,レタス,総計,309,255007
2024-04-01,レタス,茨城,289,133700
2024-04-01,レタス,長崎,309,15335
2024-04-01,レタス,香川,273,19347
2024-04-02,レタス,兵庫,295,20770
2024-04-02,レタス,福岡,490,17337
2024-04-02,レタス,総計,303,234251
2024-04-02,レタス,茨城,291,132436
2024-04-02,レタス,長崎,298,11575
2024-04-02,レタス,香川,256,15187
2024-04-04,レタス,兵庫,298,27050
2024-04-04,レタス,福岡,478,23015
2024-04-04,レタス,総計,308,264474
2024-04-04,レタス,茨城,286,143658
2024-04-04,レタス,香川,232,23437
2024-04-05,レタス,兵庫,283,34720
2024-04-05,レタス,福岡,480,19645
2024-04-05,レタス,総計,317,227206
2024-04-05,レタス,茨城,304,124827
2024-04-05,レタス,長崎,332,21005
2024-04-06,レタス,兵庫,275,28020
2024-04-06,レタス,総計,293,272059
2024-04-06,レタス,茨城,278,178433
2024-04-06,レタス,長崎,275,17150
2024-04-08,レタス,兵庫,240,30714
2024-04-08,レタス,総計,266,263376
2024-04-08,レタス,茨城,240,174691
2024-04-08,レタス,香川,192,15250
2024-04-09,レタス,兵庫,223,54220
2024-04-09,レタス,総計,258,324103
2024-04-09,レタス,茨城,247,222003
2024-04-11,レタス,兵庫,237,27840
2024-04-11,レタス,総計,279,237310
2024-04-11,レタス,茨城,255,145720
2024-04-11,レタス,香川,208,20171
2024-04-12,レタス,兵庫,215,46780
2024-04-12,レタス,福岡,521,17315
2024-04-12,レタス,総計,245,277679
2024-04-12,レタス,茨城,221,175219
2024-04-13,レタス,兵庫,230,38250
2024-04-13,レタス,総計,250,269151
2024-04-13,レタス,茨城,228,177923
2024-04-15,レタス,兵庫,244,43550
2024-04-15,レタス,栃木,205,13520
2024-04-15,レタス,総計,257,293927
2024-04-15,レタス,茨城,243,186351
2024-04-16,レタス,兵庫,268,39612
2024-04-16,レタス,総計,285,273331
2024-04-16,レタス,茨城,277,189351
2024-04-18,レタス,兵庫,273,47200
2024-04-18,レタス,総計,279,291042
2024-04-18,レタス,群馬,174,15452
2024-04-18,レタス,茨城,263,177719
2024-04-19,レタス,兵庫,271,25700
2024-04-19,レタス,総計,270,254910
2024-04-19,レタス,群馬,152,19312
2024-04-19,レタス,茨城,262,170214
2024-04-20,レタス,兵庫,263,22830
2024-04-20,レタス,総計,282,257628
2024-04-20,レタス,群馬,156,17120
2024-04-20,レタス,茨城,278,179800
2024-04-22,レタス,兵庫,301,14920
2024-04-22,レタス,総計,287,228129
2024-04-22,レタス,群馬,162,22538
2024-04-22,レタス,茨城,286,155616
2024-04-23,レタス,兵庫,301,11000
2024-04-23,レタス,総計,311,232436
2024-04-23,レタス,群馬,178,24226
2024-04-23,レタス,茨城,313,157031
2024-04-25,レタス,兵庫,301,29970
2024-04-25,レタス,福岡,492,12925
2024-04-25,レタス,総計,299,271397
2024-04-25,レタス,群馬,158,50060
2024-04-25,レタス,茨城,299,136439
2024-04-26,レタス,兵庫,291,18650
2024-04-26,レタス,総計,294,189247
2024-04-26,レタス,群馬,167,34054
2024-04-26,レタス,茨城,276,97828
2024-04-26,レタス,長野,554,13850
2024-04-27,レタス,兵庫,309,16370
2024-04-27,レタス,総計,297,273148
2024-04-27,レタス,群馬,153,54796
2024-04-27,レタス,茨城,286,139792
2024-04-27,レタス,長野,576,18719
2024-04-30,レタス,総計,232,450791
2024-04-30,レタス,群馬,131,102270
2024-04-30,レタス,茨城,226,219436
2024-04-30,レタス,長野,360,65728
2024-05-01,レタス,総計,200,226860
2024-05-01,レタス,群馬,118,55012
2024-05-01,レタス,茨城,192,116922
2024-05-01,レタス,長野,317,30141
2024-05-02,レタス,総計,212,275392
2024-05-02,レタス,群馬,118,62204
2024-05-02,レタス,茨城,205,107068
2024-05-02,レタス,長野,284,56161
2024-05-06,レタス,総計,174,664445
2024-05-06,レタス,群馬,117,195398
2024-05-06,レタス,茨城,169,184328
2024-05-06,レタス,長野,237,180272
2024-05-07,レタス,総計,168,292183
2024-05-07,レタス,群馬,107,64376
2024-05-07,レタス,茨城,139,97522
2024-05-07,レタス,長野,224,95855
2024-05-09,レタス,総計,160,368052
2024-05-09,レタス,群馬,114,99764
2024-05-09,レタス,茨城,143,79950
2024-05-09,レタス,長野,202,140194
2024-05-10,レタス,総計,159,303438
2024-05-10,レタス,群馬,113,76786
2024-05-10,レタス,茨城,127,83063
2024-05-10,レタス,長野,210,109893
2024-05-11,レタス,総計,167,258277
2024-05-11,レタス,群馬,122,84100
2024-05-11,レタス,茨城,145,69897
2024-05-11,レタス,長野,226,78949
2024-05-13,レタス,総計,174,326987
2024-05-13,レタス,群馬,126,120572
2024-05-13,レタス,茨城,149,65311
2024-05-13,レタス,長野,230,114507
2024-05-14,レタス,総計,183,229978
2024-05-14,レタス,群馬,119,92772
2024-05-14,レタス,茨城,176,47942
2024-05-14,レタス,長野,240,72030
2024-05-16,レタス,総計,180,365202
2024-05-16,レタス,群馬,122,125446
2024-05-16,レタス,茨城,161,48827
2024-05-16,レタス,長野,224,156883
2024-05-17,レタス,総計,182,272801
2024-05-17,レタス,群馬,123,105384
2024-05-17,レタス,茨城,168,45008
2024-05-17,レタス,長野,234,106210
2024-05-18,レタス,総計,191,267538
2024-05-18,レタス,群馬,126,82472
2024-05-18,レタス,茨城,159,46564
2024-05-18,レタス,長野,236,113523
2024-05-20,レタス,総計,201,304779
2024-05-20,レタス,群馬,145,105740
2024-05-20,レタス,茨城,173,44934
2024-05-20,レタス,長野,250,124136
2024-05-21,レタス,総計,214,255138
2024-05-21,レタス,群馬,145,82796
2024-05-21,レタス,茨城,205,38629
2024-05-21,レタス,長野,259,101034
2024-05-23,レタス,総計,191,395959
2024-05-23,レタス,群馬,140,134066
2024-05-23,レタス,長野,223,199109
2024-05-24,レタス,総計,175,273872
2024-05-24,レタス,群馬,119,80346
2024-05-24,レタス,長野,195,157631
2024-05-25,レタス,総計,175,285050
2024-05-25,レタス,群馬,119,77670
2024-05-25,レタス,長野,187,166238
2024-05-27,レタス,総計,163,367439
2024-05-27,レタス,群馬,122,101232
2024-05-27,レタス,長野,177,230910
2024-05-28,レタス,総計,162,260515
2024-05-28,レタス,群馬,102,55576
2024-05-28,レタス,長野,170,172317
2024-05-30,レタス,総計,141,357073
2024-05-30,レタス,群馬,113,120858
2024-05-30,レタス,長野,148,208072
2024-05-31,レタス,総計,137,318267
2024-05-31,レタス,群馬,106,86846
2024-05-31,レタス,長野,146,188654
2024-06-01,レタス,総計,136,290066
2024-06-01,レタス,群馬,105,66068
2024-06-01,レタス,長野,135,191399
2024-06-03,レタス,総計,133,368667
2024-06-03,レタス,群馬,102,106280
2024-06-03,レタス,長野,135,243905
2024-06-04,レタス,総計,137,278798
2024-06-04,レタス,群馬,89,56384
2024-06-04,レタス,長野,137,207669
2024-06-06,レタス,総計,121,447014
2024-06-06,レタス,群馬,109,143601
2024-06-06,レタス,長野,119,283206
2024-06-07,レタス,総計,133,243403
2024-06-07,レタス,群馬,93,57401
2024-06-07,レタス,長野,133,168387
2024-06-08,レタス,総計,139,249126
2024-06-08,レタス,群馬,97,51158
2024-06-08,レタス,長野,138,176603
2024-06-10,レタス,総計,134,374836
2024-06-10,レタス,群馬,110,101594
2024-06-10,レタス,長野,136,255412
2024-06-11,レタス,総計,147,262295
2024-06-11,レタス,群馬,100,45425
2024-06-11,レタス,長野,145,202281
2024-06-13,レタス,総計,126,473095
2024-06-13,レタス,群馬,101,139297
2024-06-13,レタス,長野,130,318084
2024-06-14,レタス,総計,136,261881
2024-06-14,レタス,群馬,107,49246
2024-06-14,レタス,長野,135,198101
2024-06-15,レタス,総計,128,308834
2024-06-15,レタス,群馬,81,51344
2024-06-15,レタス,長野,129,238745
2024-06-17,レタス,総計,125,442715
2024-06-17,レタス,群馬,99,85442
2024-06-17,レタス,長野,126,341573
2024-06-18,レタス,総計,133,281437
2024-06-18,レタス,長野,133,226925
2024-06-20,レタス,総計,118,418299
2024-06-20,レタス,群馬,79,83354
2024-06-20,レタス,長野,121,319865
2024-06-21,レタス,総計,122,301373
2024-06-21,レタス,群馬,75,49388
2024-06-21,レタス,長野,123,240652
2024-06-22,レタス,総計,122,287412
2024-06-22,レタス,群馬,65,50042
2024-06-22,レタス,長野,123,224478
2024-06-24,レタス,総計,122,383416
2024-06-24,レタス,群馬,79,70848
2024-06-24,レタス,長野,125,299041
2024-06-25,レタス,総計,130,270670
2024-06-25,レタス,群馬,71,48855
2024-06-25,レタス,長野,133,210454
2024-06-27,レタス,総計,122,428012
2024-06-27,レタス,長野,125,345849
2024-06-28,レタス,総計,128,306419
2024-06-28,レタス,群馬,83,52657
2024-06-28,レタス,長野,129,242046
2024-06-29,レタス,総計,124,299957
2024-06-29,レタス,群馬,75,49418
2024-06-29,レタス,長野,124,236333
2024-07-01,レタス,総計,120,497602
2024-07-01,レタス,長野,123,418497
2024-07-02,レタス,総計,126,321591
2024-07-02,レタス,長野,129,268829
2024-07-04,レタス,総計,120,471066
2024-07-04,レタス,長野,120,398896
2024-07-05,レタス,総計,123,347502
2024-07-05,レタス,長野,125,294256
2024-07-06,レタス,総計,123,318915
2024-07-06,レタス,長野,126,266936
2024-07-08,レタス,総計,126,432323
2024-07-08,レタス,長野,132,354129
2024-07-09,レタス,総計,137,286847
2024-07-09,レタス,長野,139,238411
2024-07-11,レタス,総計,134,433708
2024-07-11,レタス,長野,136,357671
2024-07-12,レタス,総計,149,300052
2024-07-12,レタス,長野,153,244949
2024-07-13,レタス,総計,160,276782
2024-07-13,レタス,群馬,81,46386
2024-07-13,レタス,長野,164,219015
2024-07-16,レタス,総計,148,709327
2024-07-16,レタス,長野,156,573436
2024-07-18,レタス,総計,150,483189
2024-07-18,レタス,長野,152,405250
2024-07-19,レタス,総計,152,323001
2024-07-19,レタス,長野,155,277195
2024-07-20,レタス,総計,159,303775
2024-07-20,レタス,長野,158,260945
2024-07-22,レタス,総計,158,515747
2024-07-22,レタス,長野,163,441735
2024-07-23,レタス,総計,165,338100
2024-07-23,レタス,長野,164,301575
2024-07-25,レタス,総計,161,493789
2024-07-25,レタス,長野,162,436266
2024-07-26,レタス,総計,167,322299
2024-07-26,レタス,長野,167,289373
2024-07-27,レタス,総計,172,345305
2024-07-27,レタス,長野,169,316363
2024-07-29,レタス,総計,173,466920
2024-07-29,レタス,長野,173,420649
2024-07-30,レタス,総計,205,286501
2024-07-30,レタス,長野,202,261823
2024-08-01,レタス,総計,207,415989
2024-08-01,レタス,長野,209,370340
2024-08-02,レタス,総計,221,280949
2024-08-02,レタス,長野,224,248288
2024-08-03,レタス,総計,232,269949
2024-08-03,レタス,長野,235,235733
2024-08-05,レタス,総計,228,501340
2024-08-05,レタス,長野,233,446859
2024-08-06,レタス,総計,225,313857
2024-08-06,レタス,長野,225,281559
2024-08-08,レタス,総計,194,505946
2024-08-08,レタス,長野,196,448180
2024-08-09,レタス,総計,175,338249
2024-08-09,レタス,長野,172,295471
2024-08-10,レタス,総計,176,357799
2024-08-10,レタス,長野,171,316558
2024-08-12,レタス,総計,160,554445
2024-08-12,レタス,長野,158,507775
2024-08-13,レタス,総計,177,344348
2024-08-13,レタス,長野,169,318605
2024-08-17,レタス,総計,153,1008566
2024-08-17,レタス,長野,154,902791
2024-08-19,レタス,総計,149,603098
2024-08-19,レタス,長野,148,541043
2024-08-20,レタス,総計,174,344653
2024-08-20,レタス,長野,170,312167
2024-08-22,レタス,総計,164,534425
2024-08-22,レタス,長野,164,471998
2024-08-23,レタス,総計,179,367386
2024-08-23,レタス,長野,181,317342
2024-08-24,レタス,総計,184,369138
2024-08-24,レタス,長野,182,326419
2024-08-26,レタス,総計,193,535646
2024-08-26,レタス,長野,199,452325
2024-08-27,レタス,総計,218,347001
2024-08-27,レタス,長野,225,290931
2024-08-29,レタス,総計,217,566095
2024-08-29,レタス,長野,224,469500
2024-08-30,レタス,総計,240,310848
2024-08-30,レタス,長野,248,260344
2024-08-31,レタス,総計,235,312698
2024-08-31,レタス,長野,240,269935
2024-09-02,レタス,総計,232,513858
2024-09-02,レタス,長野,243,434206
2024-09-03,レタス,総計,264,319210
2024-09-03,レタス,長野,270,274821
2024-09-05,レタス,総計,253,477777
2024-09-05,レタス,長野,266,387181
2024-09-06,レタス,総計,294,278403
2024-09-06,レタス,群馬,161,51616
2024-09-06,レタス,長野,314,222195
2024-09-07,レタス,総計,314,279957
2024-09-07,レタス,長野,331,228549
2024-09-09,レタス,総計,324,480341
2024-09-09,レタス,長野,344,399042
2024-09-10,レタス,総計,354,300824
2024-09-10,レタス,長野,369,253229
2024-09-12,レタス,総計,352,521836
2024-09-12,レタス,長野,366,433558
2024-09-13,レタス,総計,354,314778
2024-09-13,レタス,長野,368,261186
2024-09-14,レタス,総計,342,322428
2024-09-14,レタス,長野,348,264327
2024-09-17,レタス,総計,304,731803
2024-09-17,レタス,長野,312,635774
2024-09-18,レタス,総計,286,272491
2024-09-18,レタス,長野,292,222497
2024-09-19,レタス,総計,283,266591
2024-09-19,レタス,長野,287,221342
2024-09-20,レタス,総計,265,279073
2024-09-20,レタス,群馬,175,45976
2024-09-20,レタス,長野,272,222907
2024-09-21,レタス,総計,265,298052
2024-09-21,レタス,長野,265,240913
2024-09-24,レタス,総計,245,690238
2024-09-24,レタス,長野,248,566119
2024-09-25,レタス,総計,251,289621
2024-09-25,レタス,群馬,177,40166
2024-09-25,レタス,長野,255,223479
2024-09-26,レタス,総計,247,282983
