date,item,origin,price,qty
2024-01-30,トマト,静岡,617,10591
2024-02-01,トマト,愛知,398,49899
2024-02-01,トマト,栃木,313,80102
2024-02-01,トマト,熊本,322,112230
2024-02-01,トマト,福岡,345,10737
2024-02-01,トマト,総計,365,302999
2024-02-02,トマト,愛知,464,34450
2024-02-02,トマト,栃木,318,36241
2024-02-02,トマト,熊本,318,44957
2024-02-02,トマト,総計,396,161212
2024-02-02,トマト,茨城,408,7616
2024-02-02,トマト,静岡,727,8904
2024-02-03,トマト,千葉,355,10071
2024-02-03,トマト,愛知,421,38290
2024-02-03,トマト,栃木,328,46148
2024-02-03,トマト,熊本,329,60102
2024-02-03,トマト,総計,387,199340
2024-02-03,トマト,静岡,638,12340
2024-02-05,トマト,愛知,462,39149
2024-02-05,トマト,栃木,312,50621
2024-02-05,トマト,熊本,321,88858
2024-02-05,トマト,福岡,348,10448
2024-02-05,トマト,総計,386,227028
2024-02-06,トマト,栃木,313,82175
2024-02-06,トマト,熊本,318,45051
2024-02-06,トマト,総計,345,170113
2024-02-06,トマト,茨城,472,8901
2024-02-08,トマト,愛知,406,69299
2024-02-08,トマト,栃木,316,79825
2024-02-08,トマト,熊本,323,102618
2024-02-08,トマト,総計,376,318523
2024-02-08,トマト,静岡,590,15433
2024-02-09,トマト,愛知,493,42361
2024-02-09,トマト,栃木,312,49364
2024-02-09,トマト,熊本,316,57548
2024-02-09,トマト,総計,416,200151
2024-02-09,トマト,静岡,882,13010
2024-02-10,トマト,愛知,389,48363
2024-02-10,トマト,栃木,323,51733
2024-02-10,トマト,熊本,323,69960
2024-02-10,トマト,総計,386,226652
2024-02-10,トマト,静岡,712,11809
2024-02-13,トマト,愛知,460,63091
2024-02-13,トマト,栃木,315,127003
2024-02-13,トマト,熊本,318,122760
2024-02-13,トマト,総計,370,411173
2024-02-13,トマト,茨城,510,16347
2024-02-15,トマト,千葉,330,13803
2024-02-15,トマト,愛知,419,45955
2024-02-15,トマト,栃木,311,112924
2024-02-15,トマト,熊本,336,104755
2024-02-15,トマト,総計,379,352791
2024-02-15,トマト,静岡,785,15490
2024-02-16,トマト,愛知,399,36661
2024-02-16,トマト,栃木,308,71564
2024-02-16,トマト,熊本,335,40089
2024-02-16,トマト,総計,380,201728
2024-02-16,トマト,茨城,597,9717
2024-02-16,トマト,静岡,649,8837
2024-02-17,トマト,愛知,404,37469
2024-02-17,トマト,栃木,320,64524
2024-02-17,トマト,熊本,324,69078
2024-02-17,トマト,総計,378,230304
2024-02-17,トマト,茨城,565,11789
2024-02-17,トマト,静岡,582,11143
2024-02-19,トマト,愛知,391,42144
2024-02-19,トマト,栃木,307,73882
2024-02-19,トマト,熊本,338,70377
2024-02-19,トマト,福岡,349,11327
2024-02-19,トマト,総計,378,258173
2024-02-19,トマト,茨城,558,15883
2024-02-20,トマト,愛知,450,46219
2024-02-20,トマト,栃木,322,64092
2024-02-20,トマト,熊本,344,23047
2024-02-20,トマト,総計,424,202889
2024-02-20,トマト,茨城,499,17975
2024-02-20,トマト,静岡,811,14107
2024-02-22,トマト,千葉,352,13091
2024-02-22,トマト,愛知,438,49248
2024-02-22,トマト,栃木,319,96357
2024-02-22,トマト,熊本,333,84440
2024-02-22,トマト,総計,390,311697
2024-02-22,トマト,茨城,573,12334
2024-02-23,トマト,愛知,427,40808
2024-02-23,トマト,栃木,310,65738
2024-02-23,トマト,熊本,321,39113
2024-02-23,トマト,総計,391,207212
2024-02-23,トマト,茨城,517,15904
2024-02-23,トマト,静岡,708,10287
2024-02-24,トマト,千葉,338,11957
2024-02-24,トマト,愛知,436,45149
2024-02-24,トマト,栃木,329,59404
2024-02-24,トマト,熊本,337,58767
2024-02-24,トマト,総計,402,232152
2024-02-24,トマト,茨城,528,15040
2024-02-26,トマト,愛知,415,29131
2024-02-26,トマト,栃木,327,52101
2024-02-26,トマト,熊本,349,64420
2024-02-26,トマト,福岡,355,10397
2024-02-26,トマト,総計,398,203644
2024-02-26,トマト,茨城,518,12066
2024-02-27,トマト,千葉,359,8528
2024-02-27,トマト,愛知,404,31030
2024-02-27,トマト,栃木,338,49937
2024-02-27,トマト,熊本,351,19961
2024-02-27,トマト,総計,406,150640
2024-02-27,トマト,茨城,546,9846
2024-02-29,トマト,千葉,365,13654
2024-02-29,トマト,愛知,498,48639
2024-02-29,トマト,栃木,354,72621
2024-02-29,トマト,熊本,368,76598
2024-02-29,トマト,総計,421,271317
2024-02-29,トマト,茨城,525,11936
2024-03-01,トマト,愛知,481,20284
2024-03-01,トマト,栃木,353,41617
2024-03-01,トマト,熊本,387,27691
2024-03-01,トマト,総計,449,137559
2024-03-01,トマト,茨城,556,8946
2024-03-01,トマト,静岡,842,7604
2024-03-02,トマト,千葉,383,10901
2024-03-02,トマト,愛知,434,30570
2024-03-02,トマト,栃木,356,56383
2024-03-02,トマト,熊本,380,47569
2024-03-02,トマト,総計,422,187420
2024-03-02,トマト,静岡,723,8737
2024-03-04,トマト,愛知,525,41758
2024-03-04,トマト,栃木,358,69785
2024-03-04,トマト,熊本,383,79110
2024-03-04,トマト,総計,430,243263
2024-03-04,トマト,茨城,500,11554
2024-03-05,トマト,千葉,397,11204
2024-03-05,トマト,愛知,486,28826
2024-03-05,トマト,栃木,370,56150
2024-03-05,トマト,熊本,399,24801
2024-03-05,トマト,総計,445,162274
2024-03-05,トマト,茨城,501,12202
2024-03-07,トマト,愛知,546,50210
2024-03-07,トマト,栃木,373,84761
2024-03-07,トマト,沖縄,438,25440
2024-03-07,トマト,熊本,402,85128
2024-03-07,トマト,総計,453,305847
2024-03-08,トマト,愛知,466,19167
2024-03-08,トマト,栃木,376,36995
2024-03-08,トマト,熊本,403,33936
2024-03-08,トマト,総計,461,127844
2024-03-08,トマト,茨城,570,7267
2024-03-08,トマト,静岡,937,6887
2024-03-09,トマト,千葉,412,8195
2024-03-09,トマト,愛知,545,36234
2024-03-09,トマト,栃木,383,52271
2024-03-09,トマト,熊本,409,49666
2024-03-09,トマト,総計,474,191879
2024-03-09,トマト,静岡,820,10154
2024-03-11,トマト,愛知,491,30236
2024-03-11,トマト,栃木,380,61522
2024-03-11,トマト,熊本,402,83069
2024-03-11,トマト,福岡,399,8740
2024-03-11,トマト,総計,444,221539
2024-03-12,トマト,千葉,413,8465
2024-03-12,トマト,愛知,560,29837
2024-03-12,トマト,栃木,395,53499
2024-03-12,トマト,熊本,394,24855
2024-03-12,トマト,総計,475,159106
2024-03-12,トマト,茨城,589,9095
2024-03-14,トマト,愛知,519,34463
2024-03-14,トマト,栃木,390,85302
2024-03-14,トマト,熊本,406,91860
2024-03-14,トマト,福岡,387,19915
2024-03-14,トマト,総計,450,279279
2024-03-15,トマト,愛知,492,15169
2024-03-15,トマト,栃木,391,39379
2024-03-15,トマト,熊本,404,32365
2024-03-15,トマト,福岡,377,7502
2024-03-15,トマト,総計,459,126423
2024-03-15,トマト,静岡,794,7511
2024-03-16,トマト,千葉,414,9839
2024-03-16,トマト,愛知,469,24812
2024-03-16,トマト,栃木,397,47577
2024-03-16,トマト,熊本,408,48741
2024-03-16,トマト,総計,468,172495
2024-03-16,トマト,静岡,765,9399
2024-03-18,トマト,愛知,491,28705
2024-03-18,トマト,栃木,398,67983
2024-03-18,トマト,熊本,414,72671
2024-03-18,トマト,福岡,387,11360
2024-03-18,トマト,総計,452,225247
2024-03-19,トマト,千葉,421,11097
2024-03-19,トマト,愛知,472,20348
2024-03-19,トマト,栃木,401,58079
2024-03-19,トマト,熊本,418,21950
2024-03-19,トマト,総計,462,150804
2024-03-19,トマト,茨城,592,8145
2024-03-21,トマト,千葉,430,10540
2024-03-21,トマト,埼玉,446,8705
2024-03-21,トマト,愛知,489,34048
2024-03-21,トマト,栃木,415,83152
2024-03-21,トマト,熊本,427,63284
2024-03-21,トマト,総計,470,239796
2024-03-22,トマト,愛知,489,14368
2024-03-22,トマト,栃木,429,38990
2024-03-22,トマト,熊本,481,20178
2024-03-22,トマト,総計,516,115746
2024-03-22,トマト,茨城,656,7209
2024-03-22,トマト,静岡,870,8047
2024-03-23,トマト,千葉,457,13943
2024-03-23,トマト,愛知,494,24475
2024-03-23,トマト,栃木,452,62849
2024-03-23,トマト,熊本,481,43559
2024-03-23,トマト,総計,508,190533
2024-03-23,トマト,静岡,828,9436
2024-03-25,トマト,千葉,471,9967
2024-03-25,トマト,愛知,549,24396
2024-03-25,トマト,栃木,470,75124
2024-03-25,トマト,熊本,503,59647
2024-03-25,トマト,福岡,433,8449
2024-03-25,トマト,総計,529,217718
2024-03-26,トマト,千葉,517,10323
2024-03-26,トマト,愛知,526,18766
2024-03-26,トマト,栃木,496,56219
2024-03-26,トマト,熊本,645,20688
2024-03-26,トマト,総計,567,142586
2024-03-26,トマト,茨城,670,7777
2024-03-28,トマト,千葉,521,9159
2024-03-28,トマト,愛知,565,28538
2024-03-28,トマト,栃木,494,91821
2024-03-28,トマト,熊本,540,71173
2024-03-28,トマト,福岡,454,9718
2024-03-28,トマト,総計,552,251604
2024-03-29,トマト,千葉,529,6801
2024-03-29,トマト,愛知,646,15360
2024-03-29,トマト,栃木,477,52124
2024-03-29,トマト,熊本,586,22300
2024-03-29,トマト,総計,576,131110
2024-03-29,トマト,茨城,709,6536
2024-03-30,トマト,千葉,515,12150
2024-03-30,トマト,愛知,530,21326
2024-03-30,トマト,栃木,494,51331
2024-03-30,トマト,熊本,537,47017
2024-03-30,トマト,総計,553,172590
2024-03-30,トマト,静岡,841,7612
2024-04-01,トマト,千葉,502,9789
2024-04-01,トマト,愛知,552,27086
2024-04-01,トマト,栃木,484,67000
2024-04-01,トマト,熊本,520,81602
2024-04-01,トマト,総計,537,230903
2024-04-02,トマト,千葉,509,13740
2024-04-02,トマト,愛知,525,22820
2024-04-02,トマト,栃木,484,66572
2024-04-02,トマト,熊本,509,17583
2024-04-02,トマト,総計,532,159677
2024-04-02,トマト,茨城,652,8689
2024-04-04,トマト,愛知,540,34268
2024-04-04,トマト,栃木,467,98195
2024-04-04,トマト,熊本,496,93402
2024-04-04,トマト,福岡,428,10940
2024-04-04,トマト,総計,514,292753
2024-04-05,トマト,千葉,487,7604
2024-04-05,トマト,愛知,532,23737
2024-04-05,トマト,栃木,457,80974
2024-04-05,トマト,熊本,488,47668
2024-04-05,トマト,総計,512,193664
2024-04-06,トマト,千葉,478,12471
2024-04-06,トマト,愛知,517,28781
2024-04-06,トマト,栃木,457,59439
2024-04-06,トマト,熊本,473,55459
2024-04-06,トマト,総計,511,203053
2024-04-06,トマト,静岡,748,10459
2024-04-08,トマト,愛知,489,34176
2024-04-08,トマト,栃木,426,85490
2024-04-08,トマト,熊本,441,108472
2024-04-08,トマト,福岡,394,12039
2024-04-08,トマト,総計,475,289226
2024-04-09,トマト,千葉,433,14697
2024-04-09,トマト,愛知,474,29477
2024-04-09,トマト,栃木,426,71958
2024-04-09,トマト,熊本,434,85520
2024-04-09,トマト,総計,474,246902
2024-04-11,トマト,千葉,409,15603
2024-04-11,トマト,愛知,480,53668
2024-04-11,トマト,栃木,406,120365
2024-04-11,トマト,熊本,395,126820
2024-04-11,トマト,総計,444,384959
2024-04-12,トマト,愛知,447,32537
2024-04-12,トマト,栃木,379,84501
2024-04-12,トマト,熊本,381,86982
2024-04-12,トマト,総計,441,262167
2024-04-12,トマト,静岡,916,13525
2024-04-13,トマト,愛知,442,52807
2024-04-13,トマト,栃木,384,104053
2024-04-13,トマト,熊本,375,138236
2024-04-13,トマト,総計,419,362110
2024-04-15,トマト,愛知,454,44931
2024-04-15,トマト,栃木,345,143112
2024-04-15,トマト,熊本,344,152869
2024-04-15,トマト,総計,389,416150
2024-04-16,トマト,千葉,379,10815
2024-04-16,トマト,愛知,430,26611
2024-04-16,トマト,栃木,351,105725
2024-04-16,トマト,熊本,352,87833
2024-04-16,トマト,総計,397,277597
2024-04-18,トマト,愛知,511,67916
2024-04-18,トマト,栃木,345,165038
2024-04-18,トマト,熊本,356,108573
2024-04-18,トマト,総計,408,423561
2024-04-19,トマト,千葉,358,9323
2024-04-19,トマト,愛知,423,28660
2024-04-19,トマト,栃木,351,53657
2024-04-19,トマト,熊本,349,57444
2024-04-19,トマト,総計,420,193776
2024-04-19,トマト,茨城,622,8036
2024-04-20,トマト,千葉,365,14102
2024-04-20,トマト,愛知,437,37982
2024-04-20,トマト,栃木,356,78662
2024-04-20,トマト,熊本,358,60638
2024-04-20,トマト,総計,422,244003
2024-04-20,トマト,静岡,765,10476
2024-04-22,トマト,愛知,454,43072
2024-04-22,トマト,栃木,354,118858
2024-04-22,トマト,熊本,366,87925
2024-04-22,トマト,総計,412,323498
2024-04-22,トマト,茨城,601,12234
2024-04-23,トマト,千葉,382,17147
2024-04-23,トマト,愛知,557,35387
2024-04-23,トマト,栃木,361,74408
2024-04-23,トマト,熊本,377,33287
2024-04-23,トマト,総計,453,214594
2024-04-23,トマト,茨城,605,13055
2024-04-25,トマト,千葉,351,19857
2024-04-25,トマト,愛知,434,48641
2024-04-25,トマト,栃木,358,121913
2024-04-25,トマト,熊本,375,100436
2024-04-25,トマト,総計,413,362396
2024-04-26,トマト,千葉,347,11372
2024-04-26,トマト,愛知,408,23540
2024-04-26,トマト,栃木,355,49937
2024-04-26,トマト,熊本,367,56684
2024-04-26,トマト,総計,430,188049
2024-04-26,トマト,茨城,630,10872
2024-04-27,トマト,千葉,348,13116
2024-04-27,トマト,愛知,524,37228
2024-04-27,トマト,栃木,363,66151
2024-04-27,トマト,熊本,371,60320
2024-04-27,トマト,総計,453,233173
2024-04-27,トマト,静岡,871,12084
2024-04-30,トマト,千葉,333,24747
2024-04-30,トマト,愛知,418,67351
2024-04-30,トマト,栃木,345,158298
2024-04-30,トマト,熊本,345,157791
2024-04-30,トマト,総計,390,513562
2024-04-30,トマト,茨城,551,22776
2024-05-01,トマト,千葉,330,9953
2024-05-01,トマト,愛知,408,30514
2024-05-01,トマト,栃木,356,56868
2024-05-01,トマト,熊本,352,47239
2024-05-01,トマト,総計,409,182227
2024-05-01,トマト,静岡,774,9793
2024-05-02,トマト,千葉,350,15098
2024-05-02,トマト,愛知,478,49784
2024-05-02,トマト,栃木,353,70701
2024-05-02,トマト,熊本,346,72074
2024-05-02,トマト,総計,424,263884
2024-05-02,トマト,茨城,591,12911
2024-05-06,トマト,千葉,316,37939
2024-05-06,トマト,愛知,367,90974
2024-05-06,トマト,栃木,332,233942
2024-05-06,トマト,熊本,325,244699
2024-05-06,トマト,総計,364,777196
2024-05-06,トマト,茨城,467,32192
2024-05-07,トマト,千葉,312,17303
2024-05-07,トマト,愛知,472,41594
2024-05-07,トマト,栃木,333,81915
2024-05-07,トマト,熊本,315,83468
2024-05-07,トマト,総計,387,282618
2024-05-07,トマト,茨城,547,12909
2024-05-09,トマト,千葉,316,23303
2024-05-09,トマト,愛知,461,67517
2024-05-09,トマト,栃木,328,133099
2024-05-09,トマト,熊本,323,114397
2024-05-09,トマト,総計,386,425143
2024-05-09,トマト,茨城,507,19317
2024-05-10,トマト,千葉,301,13018
2024-05-10,トマト,愛知,352,41966
2024-05-10,トマト,栃木,323,58707
2024-05-10,トマト,熊本,327,58824
2024-05-10,トマト,総計,376,225399
2024-05-10,トマト,茨城,522,12701
2024-05-11,トマト,千葉,321,18298
2024-05-11,トマト,愛知,391,43088
2024-05-11,トマト,栃木,332,69806
2024-05-11,トマト,熊本,327,74080
2024-05-11,トマト,総計,394,272838
2024-05-11,トマト,茨城,530,14655
2024-05-13,トマト,千葉,304,16004
2024-05-13,トマト,愛知,394,61609
2024-05-13,トマト,栃木,326,106189
2024-05-13,トマト,熊本,333,90778
2024-05-13,トマト,総計,378,350038
2024-05-13,トマト,茨城,470,16424
2024-05-14,トマト,千葉,325,13153
2024-05-14,トマト,愛知,401,36638
2024-05-14,トマト,栃木,339,73347
2024-05-14,トマト,熊本,339,27411
2024-05-14,トマト,総計,401,202764
2024-05-14,トマト,茨城,518,11372
2024-05-16,トマト,千葉,334,23139
2024-05-16,トマト,愛知,388,54667
2024-05-16,トマト,栃木,340,102637
2024-05-16,トマト,熊本,348,73448
2024-05-16,トマト,総計,386,320192
2024-05-16,トマト,茨城,465,14146
2024-05-17,トマト,千葉,330,16712
2024-05-17,トマト,愛知,362,32717
2024-05-17,トマト,栃木,345,50268
2024-05-17,トマト,熊本,383,28828
2024-05-17,トマト,総計,405,171675
2024-05-17,トマト,茨城,460,10023
2024-05-18,トマト,千葉,343,20511
2024-05-18,トマト,愛知,407,48804
2024-05-18,トマト,栃木,352,74272
2024-05-18,トマト,熊本,370,50568
2024-05-18,トマト,総計,408,252181
2024-05-18,トマト,静岡,796,11199
2024-05-20,トマト,千葉,336,22303
2024-05-20,トマト,埼玉,393,11300
2024-05-20,トマト,愛知,402,53241
2024-05-20,トマト,栃木,361,94785
2024-05-20,トマト,熊本,380,86574
2024-05-20,トマト,総計,401,324114
2024-05-21,トマト,千葉,371,16016
2024-05-21,トマト,愛知,411,31628
2024-05-21,トマト,栃木,373,57453
2024-05-21,トマト,熊本,402,27553
2024-05-21,トマト,総計,433,179994
2024-05-21,トマト,静岡,742,11504
2024-05-23,トマト,千葉,375,32916
2024-05-23,トマト,愛知,464,65199
2024-05-23,トマト,栃木,384,96681
2024-05-23,トマト,熊本,408,89543
2024-05-23,トマト,総計,438,365667
2024-05-23,トマト,茨城,502,13279
2024-05-24,トマト,千葉,372,19045
2024-05-24,トマト,愛知,479,54389
2024-05-24,トマト,栃木,377,55345
2024-05-24,トマト,熊本,409,45676
2024-05-24,トマト,総計,455,229867
2024-05-24,トマト,茨城,502,10610
2024-05-25,トマト,千葉,362,24308
2024-05-25,トマト,愛知,435,41902
2024-05-25,トマト,栃木,391,72486
2024-05-25,トマト,熊本,405,45526
2024-05-25,トマト,総計,441,255159
2024-05-25,トマト,静岡,729,14911
2024-05-27,トマト,千葉,347,24314
2024-05-27,トマト,愛知,402,59833
2024-05-27,トマト,栃木,374,105320
2024-05-27,トマト,熊本,387,81507
2024-05-27,トマト,総計,414,364237
2024-05-27,トマト,茨城,445,15498
2024-05-28,トマト,千葉,350,22325
2024-05-28,トマト,愛知,416,52579
2024-05-28,トマト,栃木,372,73174
2024-05-28,トマト,熊本,364,58413
2024-05-28,トマト,総計,409,284094
2024-05-28,トマト,茨城,479,12654
2024-05-30,トマト,千葉,322,44048
2024-05-30,トマト,愛知,383,67304
2024-05-30,トマト,栃木,363,105690
2024-05-30,トマト,熊本,331,95079
2024-05-30,トマト,総計,391,421608
2024-05-30,トマト,茨城,454,20842
2024-05-31,トマト,北海道,516,14494
2024-05-31,トマト,千葉,300,34342
2024-05-31,トマト,愛知,339,44227
2024-05-31,トマト,栃木,345,59018
2024-05-31,トマト,熊本,315,103015
2024-05-31,トマト,総計,366,326926
2024-06-01,トマト,千葉,293,40437
2024-06-01,トマト,愛知,329,72159
2024-06-01,トマト,栃木,338,87532
2024-06-01,トマト,熊本,311,75639
2024-06-01,トマト,総計,359,368912
2024-06-01,トマト,静岡,603,18198
2024-06-03,トマト,千葉,263,45855
2024-06-03,トマト,愛知,341,75762
2024-06-03,トマト,栃木,307,119612
2024-06-03,トマト,熊本,292,113341
2024-06-03,トマト,総計,335,446442
2024-06-03,トマト,茨城,381,18106
2024-06-04,トマト,北海道,530,22867
2024-06-04,トマト,千葉,264,42866
2024-06-04,トマト,愛知,311,54455
2024-06-04,トマト,栃木,292,88097
2024-06-04,トマト,熊本,278,61878
2024-06-04,トマト,総計,339,344479
2024-06-06,トマト,千葉,273,61787
2024-06-06,トマト,愛知,388,92414
2024-06-06,トマト,栃木,314,114052
2024-06-06,トマト,熊本,297,67693
2024-06-06,トマト,総計,364,449897
2024-06-06,トマト,静岡,796,17637
2024-06-07,トマト,北海道,501,27761
2024-06-07,トマト,千葉,267,37172
2024-06-07,トマト,愛知,326,49855
2024-06-07,トマト,栃木,296,62152
2024-06-07,トマト,熊本,311,43153
2024-06-07,トマト,総計,357,271992
2024-06-08,トマト,北海道,466,40168
2024-06-08,トマト,千葉,294,33543
2024-06-08,トマト,愛知,361,33563
2024-06-08,トマト,栃木,317,68869
2024-06-08,トマト,熊本,321,29742
2024-06-08,トマト,総計,385,266644
2024-06-10,トマト,北海道,488,23498
2024-06-10,トマト,千葉,303,33027
2024-06-10,トマト,愛知,383,67195
2024-06-10,トマト,栃木,322,77874
2024-06-10,トマト,熊本,328,47421
2024-06-10,トマト,総計,380,316813
2024-06-11,トマト,北海道,444,16994
2024-06-11,トマト,千葉,308,27742
2024-06-11,トマト,愛知,370,47606
2024-06-11,トマト,栃木,328,62404
2024-06-11,トマト,熊本,337,23755
2024-06-11,トマト,総計,378,238581
2024-06-13,トマト,北海道,497,23208
2024-06-13,トマト,千葉,300,46050
2024-06-13,トマト,愛知,376,70796
2024-06-13,トマト,栃木,330,99396
2024-06-13,トマト,熊本,328,58635
2024-06-13,トマト,総計,376,383265
2024-06-14,トマト,北海道,440,19959
2024-06-14,トマト,千葉,291,31288
2024-06-14,トマト,愛知,352,42708
2024-06-14,トマト,栃木,328,49929
2024-06-14,トマト,熊本,319,35299
2024-06-14,トマト,総計,367,235181
2024-06-15,トマト,北海道,413,45914
2024-06-15,トマト,千葉,297,24936
2024-06-15,トマト,愛知,349,34323
2024-06-15,トマト,栃木,333,62204
2024-06-15,トマト,熊本,319,48938
2024-06-15,トマト,総計,372,281489
2024-06-17,トマト,千葉,292,36622
2024-06-17,トマト,愛知,390,58567
2024-06-17,トマト,栃木,336,71691
2024-06-17,トマト,熊本,308,74661
2024-06-17,トマト,総計,355,354100
2024-06-17,トマト,静岡,409,26020
2024-06-18,トマト,北海道,417,32480
2024-06-18,トマト,千葉,298,29074
2024-06-18,トマト,愛知,350,37871
2024-06-18,トマト,栃木,337,52833
2024-06-18,トマト,熊本,306,40936
2024-06-18,トマト,総計,363,256092
2024-06-20,トマト,北海道,409,46022
2024-06-20,トマト,千葉,280,44365
2024-06-20,トマト,愛知,384,66076
2024-06-20,トマト,栃木,320,102045
2024-06-20,トマト,熊本,291,91439
2024-06-20,トマト,総計,353,472052
2024-06-21,トマト,北海道,428,21091
2024-06-21,トマト,千葉,260,39895
2024-06-21,トマト,愛知,333,38984
2024-06-21,トマト,栃木,307,54273
2024-06-21,トマト,熊本,272,62595
2024-06-21,トマト,総計,331,296899
2024-06-22,トマト,北海道,403,33754
2024-06-22,トマト,千葉,258,35127
2024-06-22,トマト,愛知,377,45103
2024-06-22,トマト,栃木,298,66387
2024-06-22,トマト,熊本,275,45660
2024-06-22,トマト,総計,342,329097
2024-06-24,トマト,北海道,412,44590
2024-06-24,トマト,千葉,224,59989
2024-06-24,トマト,愛知,307,56781
2024-06-24,トマト,栃木,246,113659
2024-06-24,トマト,熊本,235,68720
2024-06-24,トマト,総計,299,456393
2024-06-25,トマト,北海道,366,70357
2024-06-25,トマト,千葉,211,39753
2024-06-25,トマト,愛知,320,58475
2024-06-25,トマト,栃木,248,67801
2024-06-25,トマト,熊本,202,47608
2024-06-25,トマト,総計,299,378231
2024-06-27,トマト,北海道,382,80612
2024-06-27,トマト,千葉,214,52419
2024-06-27,トマト,愛知,277,59469
2024-06-27,トマト,栃木,238,91362
2024-06-27,トマト,熊本,231,43699
2024-06-27,トマト,総計,301,465826
2024-06-28,トマト,北海道,364,61356
2024-06-28,トマト,千葉,205,28387
2024-06-28,トマト,愛知,316,55250
2024-06-28,トマト,栃木,247,41229
2024-06-28,トマト,熊本,206,26132
2024-06-28,トマト,総計,311,297408
2024-06-29,トマト,北海道,335,57354
2024-06-29,トマト,千葉,230,38012
2024-06-29,トマト,愛知,302,31087
2024-06-29,トマト,栃木,252,60048
2024-06-29,トマト,熊本,207,32024
2024-06-29,トマト,総計,298,312367
2024-07-01,トマト,北海道,326,118579
2024-07-01,トマト,千葉,210,43247
2024-07-01,トマト,愛知,279,46002
2024-07-01,トマト,栃木,223,71358
2024-07-01,トマト,熊本,251,31921
2024-07-01,トマト,総計,296,427172
2024-07-02,トマト,北海道,324,58168
2024-07-02,トマト,千葉,201,25642
2024-07-02,トマト,愛知,264,29898
2024-07-02,トマト,栃木,251,43522
